IMDB ID,Title,Popularity Ranking,Episodes,Runtime,Show Type,Country of Origin,Language,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Summary,IMDB Rating,Number of Votes,genres
tt13259622,Bee & Puppycat: Lazy in Space,"4,109",13,\N,TV Series,South Korea,English,The second season of beloved web series Bee and PuppyCat after a nearly five near break. The season picks back up the cheerful 22-year old Bee and intergalactic space warrior for a set of adventures.,"The second season of beloved web series Bee and PuppyCat, after a nearly five year break. The season picks back up the cheerful 22-year old Bee and intergalactic space warrior PuppyCat for a new set of adventures.",8.7,20,Animation
tt7981182,Danur 2: Maddah,"4,110",,92,Movie,Indonesia,Indonesian,A girl who has 3 ghost friends now lives with her sister who is getting embarrassed with the girl's ability to see ghosts.,"Risa (Prilly Latuconsina), a teenage girl who has 3 ghost friends named Peter (Gamaharitz), William (Alexander Bain) and Jhansen (Kevin Bzezovski). Risa now lives with her sister Riri (Sandrina Michelle), who is getting embarrassed with Risa's ability to see ghosts. Moreover, they temporarily only stay together because his mother accompanied his father's office abroad. His uncle's family, Om Ahmad (Bucek) recently moved to bandung with his wife, Tente Tina (Sophia Latjuba) and Angki (Shawn Adrian) son. Risa and Riri often visit even stay at home om Ahmad and Tante Tina. Risa initially does not feel any weird with Om Ahmad's house, but one day Risa caught Om Ahmad away with a woman, Risa hardly believe that her Om cheating, Risa dare not say to aunt Tina and choose to investigate themselves. But after that Angki tells some strange things happened and the strangest thing is the attitude of Om Ahmad changed. One night Risa is plagued by the haunting female ghosts in the house. Is it true Om Ahmad cheating? What is his relationship with the terror of the ghost woman in the house that annoys Om Ahmad's family including Risa? Will Peter and his friends come to help Risa despite Peter warning of the previous risks about the dangerous evil spirits in Om Ahmad's house?",5.7,404,Horror
tt7620702,Dinotrux Supercharged,"4,111",26,24,TV Series,United States of America,English,In this new season of dinotrux Ty and the others meet new friends as well as face new challenges both normal and supercharged.,In this new season of dinotrux Ty and the others meet new friends as well as face new challenges both normal and supercharged.,7.2,73,"Action,Adventure,Animation"
tt13968282,Untitled Netflix/Mark Boal Project,"4,112",,\N,Movie,-,-,-,-,,,Drama
tt12759408,Octonauts and the Caves of Sac Actun,"4,113",,72,Movie,United Kingdom,English,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.","The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.",6.2,116,"Adventure,Animation,Comedy"
tt8315772,Signal,"4,114",10,\N,TV Mini Series,Japan,Japanese,Two detectives communicate through a walkie-talkie to solve cold cases. One detective exists in the present day and the other detective exists 15 years in the past.,"Kento is a policeman, who had learned the art of criminal profiling on his own. After many painful and heartbreaking past memories such as the murder incident of a young girl who he was related to during his childhood years, and his brother's suicide, he has completely lost his trust on the police. With his calm decision making ability, detailed observation skills and his expert knowledge on criminal profiling, he embarks on a new challenge as he tries to uncover the truth which lies behind his brother's death. After secretly witnessing the female murderer who had kidnapped his childhood friend 15 years ago, Kento contacted the police about this, however his information had continuously been mistreated and uncared for by the police. The case itself remains unresolved as it nears the end of its period of investigation. One day, he hears a voice from a reciever which had been disposed. The voice turns out to be of another detective who had also been investigating the same incident as him. After the help of the detective, Kento goes to a location, where he finds a skeletonized body. As Kento continues talking to the detective over the reciever, he eventually realizes that the detective is someone who is living in the past.",6.6,171,Crime
tt10183478,Jeoldae Geui,"4,115",40,35,TV Series,South Korea,Korean,"Dan Dan, is a woman who works as a special effects make-up artist but has a very cold-heart. She then, unexpectedly, falls in love with Yeong Goo, a humanoid robot programmed to be a perfect boyfriend. Yeong Goo begins t... Read all","Dan Dan, is a woman who works as a special effects make-up artist but has a very cold-heart. She then, unexpectedly, falls in love with Yeong Goo, a humanoid robot programmed to be a perfect boyfriend. Yeong Goo begins to develop human emotions, and they end up in a love triangle with her famous actor childhood friend, Ma Wang Joon, who also falls for her. —MyDramaList",6.9,214,"Comedy,Fantasy,Romance"
tt4179040,De Reünie,"4,116",,99,Movie,Netherlands,Dutch,"Sabine is looking for the truth behind the disappearance of her best friend twenty years ago. An encounter with Olaf, a handsome man she met in her teenage years, and the announcement of a high school reunion turns her l... Read all","Upon returning to work after an absence Sabine (Thekla Reuten) must deal with new emotional obstacles and matters from her past. Unlocking these doors exposes her to truths she may not be prepared for and the consequences of not letting the past go. Unanswered questions about her friend's disappearance, and a new romance leads Sabine to dark places. —hamburgerharold",5.6,556,"Drama,Mystery"
tt4016994,De ce eu?,"4,117",,125,Movie,Romania,Romanian,"Cristian, a young idealistic prosecutor whose career is on the rise, tries to crack a case against a senior colleague accused of corruption. The dilemma of choosing between his career and the truth weighs heavily on his ... Read all","Cristian, a young idealistic prosecutor whose career is on the rise, tries to crack a case against a senior colleague accused of corruption. The dilemma of choosing between his career and the truth weighs heavily on his shoulders. Looking further to solve the case, he enters a danger zone paved with unexpected and painful revelations.",7.5,2310,"Drama,Thriller"
tt14671790,Élite Short Stories: Nadia Guzmán,"4,118",,\N,TV Series,Spain,Spanish,,-,,,Drama
tt9863724,Areumdaun Sesang,"4,119",16,60,TV Series,South Korea,Korean,"""Beautiful World,"" tells of an incident of school violence which leaves a young boy on the precipice of life and death as his family seeks for justice in his stead.","Park Moo Jin and Kang In Ha is a married couple. Park Moo Jin works as a high school teacher and Kang In Ha runs a bakery. They enjoy their lives with their two children to the fullest, but their peaceful days suddenly turn into one of a hellish experience. Their son, Park Sun Ho, who is in his 3rd year of middle school, becomes a victim of school violence and gets seriously injured. Park Moo Jin and Kang In Ha try to reveal the truth behind the assault that hurt their son. Their daughter, Park Soo Ho, who attends a year lower at the same school, also decides to seek the truth behind her brother's attack in her own way. Meanwhile, Oh Jin Pyo and Seo Eun Joo is a married couple who are both from wealthy families. Oh Jin Pyo is the chairman of a private school foundation inherited from his family. The couple has never experienced failure or lacked anything. However, that fact quickly changes when their son, Oh Joon Seok stirs up trouble at school. This sudden change forces Oh Jin Pyo and Seo Eun Joo to frantically try to cover up their son's misbehavior in order to safely secure their place in the society. The two families get entangled into a complicated case as they both desperately strive for clashing goals to find a 'beautiful world' in their lives.",8.4,88,"Drama,Mystery"
tt3968668,Pororo the Little Penguin,"4,120",234,\N,TV Series,South Korea,Korean,"The adventures, escapades and mishaps of Pororo the little penguin and his many varied friends.","The adventures, escapades and mishaps of Pororo the little penguin and his many varied friends.",6,63,"Animation,Family"
